Curs,Fitxer,TipusPregunta,TipusIncidencia,Comentari,IdiomaSpacy,IdiomaPyCld2,Idioma
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,"Bea, anteriormente a la situación actual de emergencia en la que nos encontramos, había marcado que a la tercera falta de asistencia a sus clases se descontaría parte de la nota final. No puedo estar más desacuerdo con esta metodología a seguir. Hay gente que trabaja, que tiene viajes pendientes desde hace meses y otras mil razones por las que no puede acudir quizás un día a clase. 

Por el resto todo perfecto.",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"Por un lado, es de agradecer porque ha sido más flexible con los alumnos, pero, por otro lado, prácticamente no hemos explicado teoría, y las explicaciones de los trabajos han sido muy superficiales. ",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"asignatura que apenas hemos podido realizar por culpa del coronavirus, una lástima la verdad",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,"Buen profesor, nada más",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,Es una de las asignaturas que más contribuyen a nuestra formación como periodistas.,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,Intenta ayudar en lo máximo posible a sus alumnos y hace mucho hincapié en que entendamos la teoría.,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"Asignatura muy interesante, con un plan de estudio muy bueno. ",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,"Siempre ayuda al alumnado a mejorar, con críticas constructivas. Explica muy bien y hace que las clases sean participativas. ",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"Me parece que es una asignatura muy interesante, pero falta planificarla mejor, para que los alumnos no tengan dudas y no se pierden en el temario. ",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"Repite temario de asignaturas de cursos anteriores, incluso repite temario dentro de este curso. Parece que solo existen dos filósofos griegos. No se valora la asistencia a pesar de las circunstancias, no hay un esquema a seguir de temario (cada día nos habla de cosas diferentes según los videos de youtube que encuentre). Una asignatura que parecía interesante ha sido muy mal enfocada. ",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,"Muy buen profesor, pero esta asignatura ha estado muy mal enfocada. ",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,Trobo que no esta gaire ben plantejada ,es,oc,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,Creo que fue la forma más correcta de tomar el semestre. Ppts y audios interactivos con el discurso del profesor. La división de las notas también fue interesante.,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,"Fue una de las maestras más sensatas y preocupadas por los estudiantes. Siempre nos ayudando y sabiendo cómo tomar bien el semestre, sin llenar a los estudiantes con tareas adicionales.",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,"Nos enseña teoría, como si supiésemos de lo que nos hablase y cuando le preguntamos nos quedamos igual",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"En mi opinión, no ha sido correcta la adecuación de la asignatura a la situación extraordinaria actual (Covid 19). En primer lugar no se ha adaptado el trabajo en grupo de programación (formación que no dio tiempo a cursar en clase), el cual estaba previsto desarrollar durante las clases con ayuda del profesor. Al ser esto totalmente imposible, el único cambio al respecto por parte del docente ha sido elaborar el trabajo a mano. Desde mi perspectiva, algo totalmente incoherente ya que cada uno de los integrantes del grupo reside en su municipio/ciudad al estar bajo un estado de alarma. Por otra parte, no hemos recibido ningún tipo de docencia online para facilitar nuestro aprendizaje y así poder adquirir los conocimientos que en un futuro tendremos que desarrollar en el único examen que nos supondrá la mitad de la nota final. Los únicos recursos que tenemos son unos pocos powerpoints incompletos. Así pues, la única acción del docente hacia los alumnos ha sido manifestarse a través de un correo electrónico enviado un mes después del inició del confinamiento, acción un tanto despreocupada a mi parecer. ",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"En líneas generales la asignatura está bien planteada, y se ha adaptado muy bien a la versión online durante el confinamiento",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"Los documentos son algo incompletos. Algunas informaciones son obsoletas e innecesarias y otras más importantes faltan. La metodología de seguimiento de la asignatura es adecuada, pero el formato de los trabajos en grupo no se adecuan a la situación actual (si fuese presencial sí).",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,Creo que la implicación del profesor tanto con alumnos como en la misma asignatura en sí no ha sido la adecuada.,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,Ha sido una asignatura que nos ha ayudado a reforzar todos los aspectos del inglés. ,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,Muy buena profesora y gran profesional. ,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,Add videoconferences,es,en,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"temas muy interesantes y agradables, pero me hubiera gustado más explicaciones en la gramática y no dado por sentado. exámenes un poco difíciles",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,profesor bueno y disponible. lo único que profundizó en los temas de gramática y no darlos por descontado,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,"No hay que escurrir tanto el bulto y culpar al alumnado cuándo, quizás, la culpa es del profesor. Solamente comentaré eso.",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,"Sé que es difícil porque somos muchos pero las clases teóricas sobre cosas prácticas como RRSS, Mailing, etc., se han hecho un poco pesadas, quizá sería más atractivo trabajarlo de un forma más interactiva. ",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"En las actividades el profesor no explica bien qué quiere, de modo que es difícil realizarlas bien. ",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,Simplemente que dé instrucciones más claras en las actividades que propone como evaluación.,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"Muy buena asignatura, que nos haya reducido el material para poder seguirlo mejor ha sido un gran detalle.",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,Muy buena profesora y muy buena persona. ,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,La organización y métodos de evaluación podrían ser mejorables debido a las 2 circunstancias con las que nos hemos encontrado.,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,Señor Carlos es muy amable y atento. Es un investigador con muchos conocimientos profesionales así que cuando nos explica unos fenómenos ortográficos citando muchos ejemplos así que aprendemos más y recordar muy bien. ¡¡¡Gracias!!!!,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"Muy interesante y muy bien enfocada por las tres docentes. Es totalmente necesaria para la formación de un hispanista, pues también se debe conocer literatura francesa y el peso del cine en el arte",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,"Su planteamiento de la materia una vez entrados en esta situación actual es nefasto. Muchos trabajos, muchas actividades... Debe entender que los alumnos no vivimos solo por y para su asignatura, sino que tenemos cuatro/cinco más además de toda la mierda actual. En vez de mandar más trabajos cada semana que intente hacer unas clases en condiciones, con unos apuntes que valgan la pena y no con unos PDF's que no ayudan a nadie. El problema está en que nadie se atreve a decirle nada. En fin.",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"- Creo que evaluar el desempeño individualmente sería mejor, aunque los participantes estén en grupos.
- Debería haber una bibliografía básica para todo el semestre. Cada mes surgen nuevas demandas de lectura, un poco más allá de nuestra cuenta, ya que tenemos otras asignaturas.",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,Es un profesor muy abierto y solícito. siempre está de buen humor y fomenta la participación de los estudiantes en las clases.,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,El profesor enseña con métodos eficaces. ,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,"Considero (y no soy la única alumna que así piensa) que es de los mejores profesores que hemos tenido hasta ahora en el grado. Hace las clases muy amenas, facilita en todo momento la participación y entendimiento por parte del alumno y además es súper majo. Profesor ideal.",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"Una asignatura que verdaderamente nos enseña cosas que vamos a necesitar en un futuro como profesionales, la única que se salva en dos años que llevo de carrera",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,"Un profesor ejemplar, que DE VERDAD se preocupa para que los alumnos aprendan y no entra a la clase con una cara que parece que entra en un campo de concentración,  profesores como Jordi Cano los quiero siempre.",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,Fa les clases dinámiques i divertides. Es un bon professor.,fr,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"Es una asignatura muy interesante debido a que habla de muchos aspectos de la música. Además, está muy bien compensada respecto a teoría-práctica.",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,Hace que los alumnos vayan con muchas ganas a sus clases. Tiene un carácter que nos anima mucho y que hace que sus clases se pasen volando. ,es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,"És buena profesional, hace que la asignatura sea fácil de entender y es muy comunicativa, estoy satisfecha ",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,A,,"La clase de Industrias Culturales con Joana me encantan, disfruto mucho ir a su clase. se explica bien, te resuelve todas las dudas y si tienes algún problema con el examen, trabajos, lo que sea... te ayuda",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,"Me encantan sus clases, se explica muy bien, te resuelve todas las dudas y problemas que tengas con la realización  de la asignatura... es un amor",es,es,es
2019-20,assignatura_professor_comentaris_FLL_2S.xls,P,,"Muy buena profesora, se preocupa mucho por sus alumnos y su aprendizaje.",es,es,es
